Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
229,0.75,Premium,F,SI1,61.4,59.0,2782,5.88,5.85,3.6
230,0.52,Ideal,F,IF,62.2,55.0,2783,5.14,5.18,3.21
234,0.51,Ideal,F,VVS1,62.0,57.0,2787,5.11,5.15,3.18
235,0.64,Ideal,D,VS1,61.5,56.0,2787,5.54,5.55,3.41
238,0.76,Ideal,I,VVS2,61.8,56.0,2788,5.85,5.87,3.62
241,0.71,Ideal,F,SI1,62.5,55.0,2788,5.71,5.65,3.55
246,0.76,Premium,E,SI1,60.4,58.0,2789,5.92,5.94,3.58
247,0.76,Premium,E,SI1,61.8,58.0,2789,5.82,5.86,3.61
249,0.81,Ideal,G,SI2,61.6,56.0,2789,5.97,6.01,3.69
250,0.7,Ideal,E,SI1,61.6,56.0,2789,5.72,5.75,3.53
251,0.55,Ideal,G,IF,60.9,57.0,2789,5.28,5.3,3.22
253,0.63,Premium,E,VVS2,62.1,57.0,2789,5.48,5.41,3.38
254,0.63,Premium,E,VVS1,60.9,60.0,2789,5.55,5.52,3.37
255,0.77,Premium,H,VS1,61.3,60.0,2789,5.9,5.88,3.61
257,0.64,Ideal,G,IF,61.3,56.0,2790,5.54,5.58,3.41
259,0.83,Ideal,F,SI2,62.3,55.0,2790,6.02,6.05,3.76
260,0.71,Premium,F,VS1,60.1,62.0,2790,5.77,5.74,3.46
261,0.71,Premium,F,VS1,61.8,59.0,2790,5.73,5.69,3.53
263,0.73,Ideal,E,SI1,62.2,56.0,2791,5.74,5.78,3.58
264,0.71,Premium,E,SI1,59.2,59.0,2792,5.83,5.86,3.46
265,0.71,Premium,E,SI1,61.8,59.0,2792,5.7,5.75,3.54
266,0.71,Ideal,E,SI1,61.3,55.0,2792,5.72,5.77,3.52
267,0.7,Premium,F,VS1,62.1,60.0,2792,5.71,5.65,3.53
268,0.7,Premium,F,VS1,60.7,60.0,2792,5.78,5.75,3.5
269,0.76,Premium,H,VVS2,59.6,57.0,2792,5.91,5.86,3.51
270,0.7,Ideal,F,VS1,62.2,56.0,2792,5.73,5.68,3.55
274,0.76,Ideal,I,VS2,61.3,56.0,2793,5.87,5.91,3.61
278,0.81,Premium,I,VVS2,61.9,60.0,2795,5.91,5.86,3.64
281,0.72,Premium,D,SI2,62.0,60.0,2795,5.73,5.69,3.54
290,0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,3.52
291,0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,3.52
292,0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,5.35,3.31
293,0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17
294,0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55
295,0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58
296,0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58
298,0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67
301,0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62
303,0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,3.74
304,0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64
307,0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5
309,0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76
310,0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74
313,0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67
314,0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39
316,0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88
317,0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61
319,0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59
320,0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53
324,1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0
325,1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98
327,0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24
329,0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6
332,0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51
333,0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55
337,0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54
338,0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62
339,0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47
340,0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64
342,0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85
347,0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55
349,0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72
350,0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47
351,0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58
352,0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56
354,0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59
355,0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58
356,0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58
358,0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58
364,0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53
367,0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84
372,0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3
375,0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61
376,0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53
380,0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6
393,0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72
394,0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67
396,0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7
397,0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62
398,0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64
405,0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95
409,0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76
410,0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75
411,0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78
412,0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8
413,0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68
414,0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64
415,0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77
418,0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82
419,0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66
420,0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52
423,0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56
426,0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18
427,0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77
430,0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63
431,0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62
432,0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57
435,0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58
436,0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49
437,0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52
438,0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54
439,0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53
442,0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76
445,1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94
447,0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32
449,0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64
451,0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76
452,0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53
453,0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53
455,0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53
456,0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38
457,0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46
458,0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54
459,0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52
460,0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53
463,0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52
464,0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41
466,1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93
467,0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73
468,0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68
470,0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5
471,0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5
475,0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58
479,0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59
480,0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54
481,0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22
482,0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55
484,0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51
485,0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56
486,0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6
488,0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48
489,0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51
490,0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52
491,0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58
492,0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44
493,0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34
494,0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57
495,0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58
497,0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52
498,0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48
499,0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48
501,0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52
502,0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51
504,0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46
506,0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51
507,0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51
508,0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46
509,0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49
510,0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52
513,0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54
514,0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4
516,0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47
517,0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5
518,0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63
520,0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74
521,0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67
522,0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54
523,0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64
525,0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74
526,1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13
530,0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79
531,0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5
533,0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42
535,0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62
536,0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88
540,0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52
541,0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54
542,0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,3.49
543,1.01,Premium,H,SI2,61.6,61.0,2828,6.39,6.31,3.91
544,0.72,Premium,F,VS1,62.2,58.0,2829,5.75,5.7,3.56
546,0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33
547,0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,5.74,3.55
548,0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62
549,0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,3.63
552,0.97,Ideal,F,I1,60.7,56.0,2830,6.41,6.43,3.9
553,0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19
554,0.53,Ideal,F,VVS1,61.8,57.0,2830,5.16,5.19,3.2
555,0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7
556,0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74
558,0.72,Ideal,E,SI1,62.3,57.0,2831,5.7,5.76,3.57
559,0.75,Ideal,E,SI1,61.4,57.0,2831,5.82,5.87,3.59
560,0.72,Premium,E,SI1,62.1,58.0,2831,5.73,5.76,3.57
561,0.79,Ideal,G,SI1,61.8,56.0,2831,5.93,5.91,3.66
564,0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54
566,0.82,Ideal,H,SI1,62.5,57.0,2832,5.91,5.97,3.71
567,0.71,Premium,F,VS1,62.2,58.0,2832,5.72,5.66,3.54
572,0.7,Ideal,D,VS2,61.0,57.0,2833,5.74,5.76,3.51
573,0.61,Ideal,F,VVS2,61.7,55.0,2833,5.45,5.48,3.37
574,0.85,Ideal,H,SI2,62.5,57.0,2833,6.02,6.07,3.78
575,0.7,Ideal,F,SI1,60.7,57.0,2833,5.73,5.75,3.49
576,0.8,Ideal,G,VS2,62.2,56.0,2834,5.94,5.87,3.67
579,0.53,Ideal,F,VVS1,61.4,57.0,2834,5.2,5.23,3.2
580,0.78,Ideal,I,VS2,61.8,55.0,2834,5.92,5.95,3.67
583,0.77,Ideal,E,SI2,60.7,55.0,2834,6.01,5.95,3.63
584,0.73,Ideal,F,VS1,61.2,56.0,2835,5.89,5.81,3.58
585,0.63,Ideal,F,VVS2,61.9,57.0,2835,5.47,5.51,3.4
586,0.7,Ideal,E,VS2,61.5,54.0,2835,5.7,5.75,3.52
588,0.72,Ideal,E,SI1,61.0,57.0,2835,5.78,5.8,3.53
589,0.75,Premium,F,VS2,59.6,59.0,2835,6.04,5.94,3.57
593,0.7,Ideal,E,VS1,61.8,56.0,2837,5.74,5.69,3.53
594,0.71,Ideal,F,SI1,59.8,53.0,2838,5.86,5.82,3.49
598,0.7,Premium,F,VS2,62.3,58.0,2838,5.72,5.64,3.54
599,0.7,Premium,F,VS2,61.7,58.0,2838,5.69,5.63,3.49
601,0.7,Premium,F,VS2,59.4,61.0,2838,5.83,5.79,3.45
603,0.7,Premium,F,VS2,60.9,61.0,2838,5.71,5.66,3.46
604,0.7,Premium,F,VS2,59.5,58.0,2838,5.85,5.75,3.45
607,0.71,Ideal,F,VS1,61.5,57.0,2839,5.74,5.71,3.52
608,0.7,Ideal,F,VS1,61.6,54.0,2839,5.75,5.72,3.53
609,0.71,Ideal,F,VS1,62.1,55.0,2839,5.82,5.68,3.57
610,0.71,Premium,F,VS1,59.1,61.0,2839,5.84,5.81,3.44
611,0.71,Premium,F,VS1,59.0,60.0,2839,5.82,5.8,3.43
612,0.71,Premium,F,VS1,60.5,58.0,2839,5.75,5.72,3.47
613,0.7,Ideal,F,VS1,62.4,53.0,2839,5.73,5.71,3.57
614,0.73,Ideal,G,VS2,61.8,54.0,2839,5.8,5.82,3.59
615,0.7,Ideal,E,VS2,62.1,54.0,2839,5.69,5.72,3.54
616,0.7,Ideal,G,VS1,61.3,57.0,2839,5.71,5.74,3.51
617,0.71,Premium,G,VVS2,60.3,58.0,2839,5.82,5.78,3.5
618,0.71,Premium,F,VS1,59.2,58.0,2839,5.87,5.82,3.46
619,0.79,Premium,G,VS2,59.3,62.0,2839,6.09,6.01,3.59
623,0.7,Ideal,F,SI1,61.0,56.0,2840,5.75,5.8,3.52
624,0.71,Premium,F,VS2,59.3,56.0,2840,5.88,5.82,3.47
625,0.92,Ideal,D,SI2,61.9,56.0,2840,6.27,6.2,3.86
626,0.83,Premium,F,SI2,61.4,59.0,2840,6.08,6.04,3.72
627,0.7,Premium,H,VVS1,59.2,60.0,2840,5.87,5.78,3.45
628,0.73,Premium,F,VS2,60.3,59.0,2841,5.9,5.87,3.55
631,0.82,Ideal,F,SI2,61.7,53.0,2841,6.0,6.12,3.74
632,0.82,Ideal,F,SI2,62.3,56.0,2841,5.96,6.02,3.73
634,0.52,Ideal,F,VVS1,61.2,56.0,2841,5.19,5.21,3.18
637,0.73,Ideal,D,SI1,61.4,57.0,2841,5.76,5.8,3.55
638,0.73,Premium,F,VS2,59.9,59.0,2841,5.87,5.77,3.5
639,0.73,Premium,G,VS1,61.4,58.0,2841,5.82,5.77,3.56
647,0.73,Ideal,G,VVS2,61.3,57.0,2843,5.81,5.84,3.57
649,0.72,Ideal,E,VS2,62.0,57.0,2843,5.71,5.74,3.55
650,0.81,Ideal,F,SI2,62.1,57.0,2843,5.91,5.95,3.68
651,0.71,Ideal,G,VVS2,60.7,57.0,2843,5.81,5.78,3.52
654,1.01,Ideal,I,I1,61.5,57.0,2844,6.45,6.46,3.97
656,0.79,Ideal,H,VS2,62.5,57.0,2844,5.91,5.93,3.7
660,1.27,Premium,H,SI2,59.3,61.0,2845,7.12,7.05,4.2
661,0.79,Ideal,D,SI1,61.5,56.0,2846,5.96,5.91,3.65
663,0.73,Ideal,H,VVS2,61.6,56.0,2846,5.79,5.84,3.58
666,0.73,Ideal,E,SI1,59.1,59.0,2846,5.92,5.95,3.51
667,0.7,Ideal,E,SI1,61.6,57.0,2846,5.71,5.76,3.53
670,0.77,Premium,G,VS2,61.3,60.0,2846,5.91,5.81,3.59
671,0.77,Premium,G,VS1,61.4,58.0,2846,5.94,5.89,3.63
673,0.72,Ideal,E,SI1,60.3,57.0,2847,5.83,5.85,3.52
